0,3.960813169597578
1,4.000033882750859
2,4.062165663857866
3,2.766319109226186
4,2.8094026953624978
5,3.5524868292083815
18,4.131961425793407
19,4.252771798816619
20,3.960813169597578
21,4.318820558770089
22,4.128745988939433
23,4.278054044290903
24,4.216562194946349
25,4.021773869387265
26,3.8372994592322094
27,4.177459468932607
28,3.655839600035736
29,4.018183201256536
30,4.235554730773624
31,4.343805421853684
32,4.436159643253809
33,4.492561241605437
34,4.490881039585964
35,3.9473901492654373
36,4.21803603456465
37,4.05871738457895
38,4.252771798816619
39,3.5115454388310208
40,3.3775875160230218
41,3.517497837358316
42,3.3105430133940246
43,2.1162555148025524
44,2.3513752571634776
45,2.1598687907924505
46,2.8449093838194073
47,2.8622008809294686
48,3.250374491927572
49,2.0541237336955462
50,1.8562979903656263
51,2.6567569067146595
52,4.575741375297279
53,4.404277243608702
54,3.8308129500026027
55,3.9473901492654373
56,3.414442608412176
57,3.9908341858524357
58,0.09531017980432493
59,0.0
60,0.0
61,0.9932517730102834
62,0.1823215567939546
63,0.1823215567939546
64,0.9932517730102834
74,1.916922612182061
75,1.9878743481543455
76,1.8082887711792655
77,1.7404661748405046
78,2.0014800002101243
79,1.840549633397487
80,2.0149030205422647
81,1.8870696490323797
82,1.589235205116581
83,1.9600947840472698
84,1.7227665977411035
85,2.0014800002101243
86,1.791759469228055
87,2.1972245773362196
88,3.095577608523707
89,1.1939224684724346
90,1.6486586255873816
91,1.7227665977411035
92,1.9021075263969205
93,1.4816045409242156
95,2.0794415416798357
